"","Platform","UniProt","Gene.Name","Description","Assay","OlinkID","Panel","log2FC","mean.testGrp","mean.refGrp","n.testGrp","n.refGrp","n.total","statistic","p.value","adj.p","parameter","conf.low","conf.high","method","alternative","Significance"
"1","MS","P05156","CFI","Complement factor I","CFI","OID30772","Inflammation II",0.150442636371648,0.143890132132432,-0.00655250423921569,37,51,88,3.41407805286266,0.00102209646034308,0.0243398370780969,77.2722691221695,0.0627021945088593,0.238183078234437,"Welch Two Sample t-test","two.sided","S"
"2","MS","P01024","C3","Complement C3","C3","OID30776","Inflammation II",0.117203852529677,0.169563219708108,0.0523593671784314,37,51,88,2.74277422360481,0.0074534464985381,0.0841494109684952,83.4988657227262,0.0322194045291481,0.202188300530205,"Welch Two Sample t-test","two.sided","NS"
"3","MS","P02647","APOA1","Apolipoprotein A-I","APOA1","OID30769","Inflammation II",0.228948823613143,0.177112068362162,-0.0518367552509804,37,51,88,3.88299741389686,0.000201930254511654,0.0100643078676032,85.9908251188156,0.111736309104013,0.346161338122272,"Welch Two Sample t-test","two.sided","S"
"4","MS","P04114","APOB","Apolipoprotein B-100","APOB","OID30673","Inflammation II",0.0142776998879174,0.88122242657027,0.866944726682353,37,51,88,0.0849295523777632,0.932529324544087,0.968690210513265,80.0967628002776,-0.320270175956769,0.348825575732604,"Welch Two Sample t-test","two.sided","NS"
"5","MS","P07225","PROS1","Vitamin K-dependent protein S","PROS1","OID30737","Inflammation II",0.0946374736609433,0.168089750064865,0.0734522764039216,37,51,88,1.73063546632397,0.0878195560535262,0.376663776341088,71.6848654317432,-0.0143805892622373,0.203655536584124,"Welch Two Sample t-test","two.sided","NS"
"6","MS","P00352","ALDH1A1","Aldehyde dehydrogenase 1A1","ALDH1A1","OID21128","Neurology",-0.0658501883560149,-0.148878691954054,-0.0830285035980392,37,51,88,-0.542391453099776,0.589473496159685,0.82426571142142,62.636854443555,-0.308490504040827,0.176790127328797,"Welch Two Sample t-test","two.sided","NS"
"7","MS","P08603","CFH","Complement factor H","CFH","OID30790","Inflammation II",0.108320051885639,0.181440929840541,0.073120877954902,37,51,88,2.72742464610284,0.0078025855832514,0.0863639129754002,82.1601988753039,0.029316293044892,0.187323810726385,"Welch Two Sample t-test","two.sided","NS"
"8","MS","P20742","PZP","Pregnancy zone protein","PZP","OID30730","Inflammation II",1.39783302147504,0.469269623516216,-0.928563397958824,37,51,88,8.03284011301485,1.25548058812367e-11,1.41743758399162e-08,72.6810864999352,1.05099639730129,1.74466964564879,"Welch Two Sample t-test","two.sided","S"
"9","MS","P02787","TF","Serotransferrin","TF","OID30783","Inflammation II",0.128133661787016,0.127293999502703,-0.00083966228431374,37,51,88,2.34433203353579,0.0214326231526534,0.170610878573572,83.6208160991223,0.0194354409579731,0.23683188261606,"Welch Two Sample t-test","two.sided","NS"
"10","MS","P02760","AMBP","Protein AMBP","AMBP","OID21413","Oncology",0.0446454792930048,0.049018003645946,0.00437252435294118,37,51,88,1.0945378509356,0.27691886091993,0.601757050992607,82.127890420707,-0.0364956249503741,0.125786583536384,"Welch Two Sample t-test","two.sided","NS"
"11","MS","P13647","KRT5","Keratin, type II cytoskeletal 5","KRT5","OID20860","Neurology",-0.151993968468787,-1.14117008216486,-0.989176113696078,37,51,88,-0.723006044711559,0.471976250984498,0.742590062147729,73.3218713035062,-0.57094086826433,0.266952931326757,"Welch Two Sample t-test","two.sided","NS"
"12","MS","P00734","F2","Prothrombin","F2","OID30723","Inflammation II",0.111975776995919,0.0649221416351351,-0.0470536353607843,37,51,88,1.98288559752276,0.0513012477481822,0.2771249220464,70.0721675471987,-0.000650287691466627,0.224601841683306,"Welch Two Sample t-test","two.sided","NS"
"13","MS","P02765","AHSG","Alpha-2-HS-glycoprotein","AHSG","OID30706","Inflammation II",0.101533586133969,0.111995153259459,0.0104615671254902,37,51,88,1.83874489586778,0.0697929525459513,0.333882387391436,77.3090061482737,-0.00841440309683261,0.211481575364771,"Welch Two Sample t-test","two.sided","NS"
"14","MS","P01011","SERPINA3","Alpha-1-antichymotrypsin","SERPINA3","OID30786","Inflammation II",0.0145041550482247,0.0182594280756757,0.00375527302745098,37,51,88,0.189528288094958,0.850254883449264,0.943760549644488,66.6397492836238,-0.138260859897241,0.167269169993691,"Welch Two Sample t-test","two.sided","NS"
"15","MS","P01008","SERPINC1","Antithrombin-III","SERPINC1","OID30789","Inflammation II",0.192288235600848,0.138916810945946,-0.053371424654902,37,51,88,4.98661530365863,3.30093724011409e-06,0.000621126357348135,83.3240653866877,0.115596622740476,0.26897984846122,"Welch Two Sample t-test","two.sided","S"
"16","MS","P04275","VWF","von Willebrand factor","VWF","OID20256","Cardiometabolic",-0.344545909950133,-0.273419436754054,0.0711264731960785,37,51,88,-2.87700702336874,0.00509307336387319,0.0653418162251457,83.6381694028484,-0.582713780774089,-0.106378039126177,"Welch Two Sample t-test","two.sided","NS"
"17","MS","P00747","PLG","Plasminogen","PLG","OID30785","Inflammation II",0.123110763400848,0.197597836945946,0.074487073545098,37,51,88,2.93981247073515,0.00434808631234634,0.0586390014521912,76.0262453748613,0.0397057948893816,0.206515731912314,"Welch Two Sample t-test","two.sided","NS"
"18","MS","P00751","CFB","Complement factor B","CFB","OID30755","Inflammation II",0.122375472786857,0.161115921337838,0.0387404485509804,37,51,88,2.03624786130124,0.0449568702326722,0.261118010441286,81.9070091507577,0.0028183492821237,0.241932596291591,"Welch Two Sample t-test","two.sided","NS"
"19","MS","P05546","SERPIND1","Heparin cofactor 2","SERPIND1","OID30767","Inflammation II",0.259360347133068,0.229202573391892,-0.0301577737411765,37,51,88,4.80569100301148,7.03625090412808e-06,0.0011348467529658,80.5660370185052,0.151969365065188,0.366751329200949,"Welch Two Sample t-test","two.sided","S"
"20","MS","P06727","APOA4","Apolipoprotein A-IV","APOA4","OID30733","Inflammation II",-0.0300988065369899,-0.0234756253918919,0.00662318114509804,37,51,88,-0.390809727803282,0.696905430088787,0.878991455155174,85.9038159557845,-0.183205033411057,0.123007420337077,"Welch Two Sample t-test","two.sided","NS"
"21","MS","P02766","TTR","Transthyretin","TTR","OID30782","Inflammation II",0.286585301205193,-0.0156902890810811,-0.302275590286275,37,51,88,2.37189688688212,0.0200802288747808,0.163097686328256,80.6430881179157,0.0461645995166516,0.527006002893735,"Welch Two Sample t-test","two.sided","NS"
"22","MS","P02652","APOA2","Apolipoprotein A-II","APOA2","OID30686","Inflammation II",0.213564490656863,0.1219556093,-0.0916088813568627,37,51,88,2.80601895723253,0.00620245016586207,0.0737112235500871,85.996234844517,0.0622638658698621,0.364865115443863,"Welch Two Sample t-test","two.sided","NS"
"23","MS","P06396","GSN","Gelsolin","GSN","OID30714","Inflammation II",0.0667753355506624,0.10460701027027,0.0378316747196078,37,51,88,1.30641835209796,0.195191369910639,0.525296427310357,79.203233071299,-0.034959057397741,0.168509728499066,"Welch Two Sample t-test","two.sided","NS"
"24","MS","P07358","C8B","Complement component C8 beta chain","C8B","OID30719","Inflammation II",0.136450789305829,0.213438277378378,0.076987488072549,37,51,88,2.23719932844628,0.0287397361306665,0.210695857737159,64.4265355559743,0.0146212177656002,0.258280360846059,"Welch Two Sample t-test","two.sided","NS"
"25","MS","P02748","C9","Complement component C9","C9","OID30698","Inflammation II",-0.0414405914804981,0.0378083594567568,0.0792489509372549,37,51,88,-0.486572662248918,0.627911854825148,0.850014968941957,78.7960092285,-0.210970778568026,0.12808959560703,"Welch Two Sample t-test","two.sided","NS"
"26","MS","P00746","CFD","Complement factor D","CFD","OID30738","Inflammation II",-0.179659673388871,-0.0218696468594595,0.157790026529412,37,51,88,-3.07298049466499,0.00283891261449428,0.0457876048823435,85.9768239653648,-0.295883314993716,-0.0634360317840267,"Welch Two Sample t-test","two.sided","S"
"27","MS","P02786","TFRC","Transferrin receptor protein 1","TFRC","OID20369","Cardiometabolic",0.0516128590552199,0.14683881382973,0.0952259547745098,37,51,88,0.861530710496232,0.391964057117964,0.693616646530064,68.2178976905925,-0.0679254222101984,0.171151140320638,"Welch Two Sample t-test","two.sided","NS"
"28","MS","P02749","APOH","Beta-2-glycoprotein 1","APOH","OID21072","Neurology",0.068244619590673,0.219298827694595,0.151054208103922,37,51,88,1.41523050812421,0.160878998812767,0.477924519515241,80.0611098562526,-0.0277182140194044,0.16420745320075,"Welch Two Sample t-test","two.sided","NS"
"29","MS","P08185","SERPINA6","Corticosteroid-binding globulin","SERPINA6","OID30743","Inflammation II",0.218546087502597,0.170355994259459,-0.0481900932431373,37,51,88,4.53271295498277,3.28575608764844e-05,0.00370961862295508,53.7989081006182,0.121871967522267,0.315220207482926,"Welch Two Sample t-test","two.sided","S"
"30","MS","P36955","SERPINF1","Pigment epithelium-derived factor","SERPINF1","OID30757","Inflammation II",0.0161077952881293,0.0857693784567568,0.0696615831686275,37,51,88,0.388882481077931,0.698366107417353,0.878991455155174,82.4052672964241,-0.0662851599346968,0.0985007505109554,"Welch Two Sample t-test","two.sided","NS"
"31","MS","P19827","ITIH1","Inter-alpha-trypsin inhibitor heavy chain H1","ITIH1","OID30722","Inflammation II",0.184794725322682,0.165542090254054,-0.0192526350686275,37,51,88,3.638115162305,0.000471597105846765,0.0147898092361388,84.518841898382,0.0837941786199525,0.28579527202541,"Welch Two Sample t-test","two.sided","S"
"32","MS","P10643","C7","Complement component C7","C7","OID30766","Inflammation II",-0.0866719974514573,0.0140220110054054,0.100694008456863,37,51,88,-1.29480728466055,0.198873237601768,0.525925519756566,85.4808329420648,-0.219752155781721,0.0464081608788067,"Welch Two Sample t-test","two.sided","NS"
"33","MS","P07451","CA3","Carbonic anhydrase 3","CA3","OID20271","Cardiometabolic",-0.160291352737891,-0.0976228992594595,0.0626684534784314,37,51,88,-1.5303251303832,0.129818584191658,0.434602269034054,81.2913657900504,-0.368686404291909,0.0481036988161275,"Welch Two Sample t-test","two.sided","NS"
"34","MS","P29622","SERPINA4","Kallistatin","SERPINA4","OID30774","Inflammation II",0.231938662152782,0.193974031935135,-0.037964630217647,37,51,88,3.38630512324574,0.00107170058999618,0.0243398370780969,85.6072010479318,0.0957698980413863,0.368107426264178,"Welch Two Sample t-test","two.sided","S"
"35","MS","P35542","SAA4","Serum amyloid A-4 protein","SAA4","OID30726","Inflammation II",0.164829380112295,0.148866762816216,-0.0159626172960784,37,51,88,2.57618769460979,0.0117166857851976,0.110234485429068,85.0307987173711,0.0376168894438323,0.292041870780757,"Welch Two Sample t-test","two.sided","NS"
"36","MS","Q04756","HGFAC","Hepatocyte growth factor activator","HGFAC","OID30718","Inflammation II",0.142703554225755,0.134604714208108,-0.00809884001764706,37,51,88,2.48580778497509,0.0148654704764526,0.132150521007205,85.7797993734448,0.0285774066246455,0.256829701826865,"Welch Two Sample t-test","two.sided","NS"
"37","MS","P01019","AGT","Angiotensinogen","AGT","OID30709","Inflammation II",0.263299500113037,0.220709132718919,-0.0425903673941176,37,51,88,4.02772036187449,0.000163826499720583,0.0100384876568312,58.7535938587036,0.132479266447696,0.394119733778377,"Welch Two Sample t-test","two.sided","S"
"38","MS","P43652","AFM","Afamin","AFM","OID30741","Inflammation II",0.145593820007419,0.071483247527027,-0.0741105724803922,37,51,88,2.48700156891111,0.0148159104646509,0.132150521007205,85.9179338585167,0.0292147703889576,0.261972869625881,"Welch Two Sample t-test","two.sided","NS"
"39","MS","P01031","C5","Complement C5","C5","OID30744","Inflammation II",0.0890545061856916,0.150474154762162,0.0614196485764706,37,51,88,2.15797580680659,0.0341349162307299,0.231829063841395,74.90677596677,0.00684353236571776,0.171265480005665,"Welch Two Sample t-test","two.sided","NS"
"40","MS","P01009","SERPINA1","Alpha-1-antitrypsin","SERPINA1","OID30750","Inflammation II",-0.187131409167992,-0.106853496740541,0.080277912427451,37,51,88,-1.97100153884196,0.0523161943660971,0.281261825901541,77.0230130459017,-0.37618476957659,0.00192195124060704,"Welch Two Sample t-test","two.sided","NS"
"41","MS","Q07075","ENPEP","Glutamyl aminopeptidase","ENPEP","OID30135","Cardiometabolic II",0.0478217539967144,0.0509781875594595,0.0031564335627451,37,51,88,0.638345671534128,0.525193951981399,0.780502879153779,74.9685383210217,-0.101417880105788,0.197061388099217,"Welch Two Sample t-test","two.sided","NS"
"42","MS","P61769","B2M","Beta-2-microglobulin","B2M","OID30725","Inflammation II",-0.275001909275093,-0.0921623690378379,0.182839540237255,37,51,88,-3.6899654131746,0.000396286850503874,0.0127830815491107,84.4205572772016,-0.423196158538939,-0.126807660011246,"Welch Two Sample t-test","two.sided","S"
"43","MS","P05451","REG1A","Lithostathine-1-alpha","REG1A","OID20415","Cardiometabolic",-0.239215803148596,-0.200062556027027,0.0391532471215686,37,51,88,-2.72595078976603,0.00777682514931746,0.0863639129754002,85.4862514027725,-0.413681921104553,-0.0647496851926383,"Welch Two Sample t-test","two.sided","NS"
"44","MS","P27169","PON1","Serum paraoxonase/arylesterase 1","PON1","OID30704","Inflammation II",0.260598135366879,0.158013973586486,-0.102584161780392,37,51,88,3.7063288518044,0.000374300692163151,0.0125154725406629,84.6909237781279,0.120792352018383,0.400403918715374,"Welch Two Sample t-test","two.sided","S"
"45","MS","P02649","APOE","Apolipoprotein E","APOE","OID30727","Inflammation II",0.184746802334181,0.318505442645946,0.133758640311765,37,51,88,1.95011626043082,0.0548408881091917,0.289324124650829,76.1931238939148,-0.00392916095258822,0.373422765620951,"Welch Two Sample t-test","two.sided","NS"
"46","MS","Q15848","ADIPOQ","Adiponectin","ADIPOQ","OID30748","Inflammation II",0.204026384899364,0.0802151556405405,-0.123811229258824,37,51,88,1.87958061005262,0.0635918810630928,0.31351630445516,84.99065067506,-0.0117982280000632,0.419850997798791,"Welch Two Sample t-test","two.sided","NS"
"47","MS","P04217","A1BG","Alpha-1B-glycoprotein","A1BG","OID30771","Inflammation II",0.112760522222523,0.0789751899891892,-0.0337853322333333,37,51,88,2.72202367453741,0.00873595412929104,0.0930461529431093,53.5654274155081,0.0296924540640805,0.195828590380965,"Welch Two Sample t-test","two.sided","NS"
"48","MS","Q96QR1","SCGB3A1","Secretoglobin family 3A member 1","SCGB3A1","OID30577","Inflammation II",-0.103209622983042,-0.192700309881081,-0.0894906868980392,37,51,88,-0.760994142202577,0.448875177809729,0.73340097792646,80.8222396040408,-0.373069285418233,0.16665003945215,"Welch Two Sample t-test","two.sided","NS"
"49","MS","Q08380","LGALS3BP","Galectin-3-binding protein","LGALS3BP","OID30765","Inflammation II",-0.131028830522099,-0.108046440316216,0.0229823902058824,37,51,88,-1.22810644238031,0.222767334792073,0.553974275286894,85.7490743269741,-0.343133872581653,0.081076211537456,"Welch Two Sample t-test","two.sided","NS"
"50","MS","Q9P232","CNTN3","Contactin-3","CNTN3","OID21092","Neurology",-0.00356559382617913,0.00852048321891892,0.0120860770450981,37,51,88,-0.0668316638335791,0.946887926125511,0.975398237769801,77.4557311049334,-0.109792752667726,0.102661565015368,"Welch Two Sample t-test","two.sided","NS"
"51","MS","P09871","C1S","Complement C1s subcomponent","C1S","OID30731","Inflammation II",0.0801956980162692,0.111020628037838,0.0308249300215686,37,51,88,2.16191702640316,0.0341737854984974,0.231829063841395,67.4927920353634,0.00616427112642981,0.154227124906109,"Welch Two Sample t-test","two.sided","NS"
"52","MS","P15121","AKR1B1","Aldo-keto reductase family 1 member B1","AKR1B1","OID21244","Oncology",-0.0307954677663858,-0.0127293108054054,0.0180661569609804,37,51,88,-0.48808838137264,0.626730554530706,0.850014968941957,85.9184173634687,-0.156223966789796,0.0946330312570248,"Welch Two Sample t-test","two.sided","NS"
"53","MS","O43866","CD5L","CD5 antigen-like","CD5L","OID30775","Inflammation II",-0.22255439359894,-0.191824578667568,0.0307298149313725,37,51,88,-2.16617363649389,0.0332720669822793,0.229049778188984,80.0759863335591,-0.427012105879501,-0.0180966813183792,"Welch Two Sample t-test","two.sided","NS"
"54","MS","P05362","ICAM1","Intercellular adhesion molecule 1","ICAM1","OID20411","Cardiometabolic",-0.021826710372814,-0.0179276482081081,0.00389906216470587,37,51,88,-0.381663385534546,0.703654066611773,0.880047095931589,85.8526315164238,-0.135516229381347,0.0918628086357186,"Welch Two Sample t-test","two.sided","NS"
"55","MS","P05543","SERPINA7","Thyroxine-binding globulin","SERPINA7","OID30724","Inflammation II",0.185413219269316,0.101697214781081,-0.0837160044882353,37,51,88,3.5402863387203,0.00068629196231349,0.0188981372061447,75.98146231311,0.0811041741856343,0.289722264352998,"Welch Two Sample t-test","two.sided","S"
"56","MS","P09211","GSTP1","Glutathione S-transferase P","GSTP1","OID20876","Neurology",-0.000158376051139372,-0.0666106671648649,-0.0664522911137255,37,51,88,-0.00171491718737077,0.998636755775981,0.998636755775981,67.4625463755655,-0.184470532347224,0.184153780244946,"Welch Two Sample t-test","two.sided","NS"
"57","MS","P00736","C1R","Complement C1r subcomponent","C1R","OID30753","Inflammation II",0.110338376494489,0.158619200451351,0.0482808239568627,37,51,88,2.89797476132411,0.00504178657608216,0.0653418162251457,68.4244961538929,0.0343708164018924,0.186305936587085,"Welch Two Sample t-test","two.sided","NS"
"58","MS","P01034","CST3","Cystatin-C","CST3","OID20400","Cardiometabolic",-0.132846200508691,0.170154704454054,0.303000904962745,37,51,88,-2.62256085851975,0.0103365985821221,0.10147843303666,85.2269027255709,-0.233558328850538,-0.032134072166844,"Welch Two Sample t-test","two.sided","NS"
"59","MS","Q9HCU0","CD248","Endosialin","CD248","OID30394","Cardiometabolic II",-0.0389294450883413,0.00932457715675675,0.048254022245098,37,51,88,-0.817285201493703,0.416148262389959,0.706513365771825,81.5001880772798,-0.133694624499171,0.0558357343224884,"Welch Two Sample t-test","two.sided","NS"
"60","MS","Q04695","KRT17","Keratin, type I cytoskeletal 17","KRT17","OID30092","Cardiometabolic II",0.0396986679220455,-1.44341946930541,-1.48311813722745,37,51,88,0.193331093983165,0.847257234681288,0.943760549644488,70.2917503291442,-0.369809796389875,0.449207132233966,"Welch Two Sample t-test","two.sided","NS"
